area,lon,lat,num_bed,num_bath,bank,cafe,college,hospital,marketplace,medical_supply,parking,pharmacy,school,supermarket,university,price,point,pointPlus,pointPlus1,newprice
40,105.831801,21.006311,3,3,10,10,1,0,5,0,0,8,10,10,4,133563.1193,20,26100,2510,136073.1193
40,106.700546,10.729355,3,2,1,10,2,0,0,0,1,1,3,5,4,75398.53511,20,10500,950,76348.53511
60,106.589145,10.759282,4,3,2,10,0,0,2,0,0,5,6,9,0,133563.1193,20,14400,1340,134903.1193
60,106.728364,10.737603,4,5,5,10,0,1,0,1,7,8,9,5,0,318828.0913,20,18000,1700,320528.0913
35,105.700178,20.999249,4,4,0,1,0,0,0,0,0,1,1,1,0,137871.6071,15,1500,50,137921.6071
70,108.209922,16.053736,3,2,3,10,0,3,1,3,1,7,6,2,0,114174.9246,16,16800,1580,115754.9246
39,105.700178,20.999249,3,3,0,1,0,0,0,0,0,1,1,1,0,146488.5825,15,1500,50,146538.5825
81,105.712043,21.101884,2,2,0,2,0,0,0,0,0,0,0,0,0,144334.3386,15,1200,20,144354.3386
48,105.846827,20.986661,5,4,10,10,0,1,1,1,0,10,10,10,1,157259.8018,20,22800,2180,159439.8018
85,106.692681,10.753682,4,4,4,10,4,1,3,1,2,7,9,4,2,107712.193,20,22500,2150,109862.193
57,105.809202,21.064669,2,2,10,10,2,4,1,4,1,9,6,7,0,133563.1193,20,23100,2210,135773.1193
56,106.735547,10.697057,2,2,6,10,0,0,1,0,0,1,1,2,0,65919.86213,15,11400,1040,66959.86213
50,105.700178,20.999249,4,3,0,1,0,0,0,0,0,1,1,1,0,189573.4597,15,1500,50,189623.4597
80,106.739436,10.854675,4,5,0,10,0,0,0,0,1,1,1,0,0,258509.2632,20,6900,590,259099.2632
56,106.652595,10.781846,2,2,10,10,1,1,4,1,0,10,10,5,1,185264.972,20,26100,2510,187774.972
46,106.651766,10.775578,4,3,10,10,4,6,3,6,0,10,10,3,1,331753.5545,20,31500,3050,334803.5545
40,105.787017,21.032339,5,4,10,10,4,0,1,0,2,10,10,5,1,180956.4843,20,24300,2330,183286.4843
65,106.728364,10.737603,6,7,5,10,0,1,0,1,7,8,9,5,0,323136.5791,20,18000,1700,324836.5791
72,106.695125,10.756742,1,1,10,10,3,0,4,0,2,5,10,6,3,292977.165,20,26400,2540,295517.165
20,105.700178,20.999249,2,3,0,1,0,0,0,0,0,1,1,1,0,80137.87161,15,1500,50,80187.87161
32,106.616276,10.766118,2,1,2,10,0,0,3,0,2,7,2,7,0,101249.4614,20,11700,1070,102319.4614
36,105.85548,21.009572,4,4,10,10,1,2,10,2,0,10,10,7,1,146488.5825,20,32400,3140,149628.5825
44,106.667075,10.79276,5,5,10,10,0,6,1,6,1,10,10,8,1,353295.9931,20,27300,2630,355925.9931
35,105.814073,20.986316,4,3,1,10,1,0,3,0,0,10,9,5,0,155105.5579,20,18000,1700,156805.5579
50,106.733637,10.727848,4,3,4,10,0,0,1,0,0,10,2,3,0,163722.5334,20,11100,1010,164732.5334
55,106.596951,10.76963,4,4,0,10,0,0,0,0,0,1,2,3,0,150797.0702,20,7800,680,151477.0702
60,106.597399,10.764623,4,5,0,10,0,0,0,0,0,2,3,5,0,137871.6071,20,8700,770,138641.6071
44,105.845001,21.050393,1,1,5,10,0,2,2,2,0,6,3,0,1,103403.7053,20,15300,1430,104833.7053
56,106.740644,10.700537,4,5,7,10,0,0,2,0,1,6,2,3,0,204653.1667,15,13800,1280,205933.1667
40,105.783627,20.985449,4,4,4,10,2,0,0,0,0,10,10,10,0,146488.5825,20,18600,1760,148248.5825
22,106.4274,11.00508,3,2,2,3,0,0,1,0,1,1,4,0,0,66781.55967,15,7500,650,67431.55967
60,106.683111,10.874871,4,5,0,10,0,0,0,0,0,1,2,1,1,161568.2895,20,7800,680,162248.2895
75,105.800973,21.049335,2,2,10,10,0,0,1,0,0,6,3,6,3,58164.58423,20,15600,1460,59624.58423
90,108.146228,16.068311,2,2,1,10,0,0,1,0,0,8,5,4,0,101249.4614,16,12000,1100,102349.4614
35,106.680746,10.75677,3,3,10,10,2,9,10,9,0,10,10,5,4,310211.1159,20,39300,3830,314041.1159
66,106.649007,10.840326,4,5,1,10,3,0,1,0,1,10,10,3,1,286514.4334,20,18300,1730,288244.4334
31,105.824008,20.997806,3,4,10,10,2,1,2,1,0,10,10,9,1,124946.1439,20,24900,2390,127336.1439
58,105.837728,20.966381,5,4,0,6,0,0,2,0,3,7,4,1,0,150797.0702,20,9000,800,151597.0702
23,105.851432,20.980033,3,3,9,10,1,0,2,0,2,10,10,6,0,129254.6316,20,22800,2180,131434.6316
30,106.728364,10.737603,2,2,5,10,0,1,0,1,7,8,9,5,0,133563.1193,20,18000,1700,135263.1193
43,106.689606,20.83672,8,4,0,10,1,0,1,0,1,1,8,4,7,193451.0987,18,14700,1370,194821.0987
55,106.700423,10.812368,4,5,10,10,0,1,0,1,5,4,6,10,1,301594.1405,20,18300,1730,303324.1405
41,106.703991,10.825675,4,4,0,10,2,0,1,0,6,4,4,8,1,252046.5317,20,11700,1070,253116.5317
20,106.740009,10.686322,2,3,3,10,0,0,0,0,0,1,3,0,0,56010.34037,15,10500,950,56960.34037
29,106.640871,10.794649,1,1,10,10,1,3,8,3,0,10,10,10,0,124946.1439,20,31500,3050,127996.1439
54,106.63836,10.763761,3,2,2,10,0,0,3,0,1,4,9,4,0,168031.0211,20,18000,1700,169731.0211
35,105.864522,21.002269,3,4,2,7,0,0,2,0,0,3,2,3,1,191727.7036,20,9000,800,192527.7036
36,106.656791,10.864549,2,1,1,10,1,0,0,0,2,2,2,3,0,102972.8565,20,9000,800,103772.8565
30,106.682556,10.798866,2,2,10,10,7,3,1,3,0,10,10,5,1,204653.1667,20,28800,2780,207433.1667
46,105.818783,20.998849,10,7,10,10,4,0,2,0,0,10,10,8,1,180956.4843,20,25200,2420,183376.4843
56,106.627359,10.792073,5,5,8,10,0,1,1,1,1,10,10,6,1,224041.3615,20,21600,2060,226101.3615
40,105.503064,21.136863,4,3,4,7,0,0,4,0,0,2,6,2,0,174493.7527,15,15600,1460,175953.7527
44,106.605745,10.797881,1,1,1,10,0,0,1,0,1,4,0,8,0,86169.75442,20,7500,650,86819.75442
30,106.692681,10.753682,2,2,4,10,4,1,3,1,2,7,9,4,2,75398.53511,20,22500,2150,77548.53511
56,106.597399,10.764623,4,5,0,10,0,0,0,0,0,2,3,5,0,140887.5485,20,8700,770,141657.5485
36,105.85548,21.009572,4,4,10,10,1,2,10,2,0,10,10,7,1,180956.4843,20,32400,3140,184096.4843
56,106.627359,10.792073,3,2,8,10,0,1,1,1,1,10,10,6,1,196036.1913,20,21600,2060,198096.1913
88,106.629901,10.85915,4,5,1,10,3,1,0,1,0,6,4,4,3,241275.3124,20,12900,1190,242465.3124
21,105.838227,21.018657,4,4,10,10,0,2,1,2,1,10,10,10,0,99956.91512,20,23700,2270,102226.9151
40,106.627359,10.792073,2,1,8,10,0,1,1,1,1,10,10,6,1,176647.9966,20,21600,2060,178707.9966
45,105.700178,20.999249,4,3,0,1,0,0,0,0,0,1,1,1,0,275743.2141,15,1500,50,275793.2141
50,106.676507,10.840587,3,3,8,10,4,0,9,0,4,10,7,10,1,187419.2159,20,27600,2660,190079.2159
28,106.594425,10.8634,4,4,0,7,0,0,0,0,0,2,3,2,0,107712.193,15,6900,590,108302.193
50,106.643578,10.848148,2,2,2,10,0,0,1,0,0,10,10,5,0,174493.7527,20,17100,1610,176103.7527
56,106.692681,10.753682,2,3,4,10,4,1,3,1,2,7,9,4,2,168031.0211,20,22500,2150,170181.0211
60,106.683563,10.807094,4,4,6,10,1,2,4,2,0,10,10,9,0,292977.165,20,24600,2360,295337.165
50,106.682556,10.798866,2,2,10,10,7,3,1,3,0,10,10,5,1,288668.6773,20,28800,2780,291448.6773
42,106.671885,10.881472,2,2,1,10,0,0,0,0,0,1,0,0,0,49547.60879,20,6600,560,50107.60879
90,106.739436,10.854675,4,4,0,10,0,0,0,0,1,1,1,0,0,396380.8703,20,6900,590,396970.8703
56,108.225515,16.03296,1,1,0,10,2,1,0,1,0,1,4,4,2,165876.7773,16,11700,1070,166946.7773
54,106.627359,10.792073,5,5,8,10,0,1,1,1,1,10,10,6,1,116329.1685,20,21600,2060,118389.1685
30,105.871187,20.969137,3,3,0,5,0,0,2,0,2,1,7,4,0,86169.75442,20,11100,1010,87179.75442
68,106.662601,10.839465,3,2,8,10,1,0,2,0,3,10,10,10,0,99095.21758,20,22200,2120,101215.2176
45,106.692681,10.753682,4,5,4,10,4,1,3,1,2,7,9,4,2,155105.5579,20,22500,2150,157255.5579
35,105.700178,20.999249,4,3,0,1,0,0,0,0,0,1,1,1,0,129254.6316,15,1500,50,129304.6316
70,106.665175,10.84585,4,5,10,10,2,1,3,1,1,10,10,8,0,317966.3938,20,25800,2480,320446.3938
24,106.676602,10.72905,1,1,0,10,0,1,1,1,2,4,4,3,0,49547.60879,15,11400,1040,50587.60879
54,106.680057,10.881628,3,2,0,10,0,0,1,0,0,6,8,2,0,122791.9,20,14100,1310,124101.9
53,105.700178,20.999249,4,4,0,1,0,0,0,0,0,1,1,1,0,258509.2632,15,1500,50,258559.2632
50,106.64822,10.755788,4,4,10,10,8,8,2,8,2,10,10,6,0,342524.7738,20,34800,3380,345904.7738
31,105.839023,21.018338,3,3,10,10,0,3,1,3,1,10,10,10,0,86169.75442,20,24600,2360,88529.75442
80,106.66969,10.848853,4,5,10,10,0,0,0,0,0,10,10,2,0,288668.6773,20,21000,2000,290668.6773
64,106.656791,10.864549,2,1,1,10,1,0,0,0,2,2,2,3,0,140025.8509,20,9000,800,140825.8509
45,106.616276,10.766118,2,2,2,10,0,0,3,0,2,7,2,7,0,137871.6071,20,11700,1070,138941.6071
82,106.738134,10.701666,4,5,6,10,0,0,1,0,1,6,3,3,0,247738.0439,15,13200,1220,248958.0439
40,106.693833,10.823488,2,2,9,10,1,0,0,0,2,9,10,8,1,62903.92072,20,21000,2000,64903.92072
24,106.671885,10.881472,2,2,1,10,0,0,0,0,0,1,0,0,0,35114.17492,20,6600,560,35674.17492
65,106.734452,20.76988,2,2,1,2,0,1,0,1,0,1,3,1,0,94183.54158,18,5400,440,94623.54158
64,105.884411,20.905985,4,4,0,3,1,0,0,0,0,0,1,0,0,236966.8246,15,3300,230,237196.8246
30,105.748382,20.972432,4,3,0,4,0,0,2,0,2,3,4,1,1,129254.6316,20,7800,680,129934.6316
55,106.758773,10.779981,2,2,6,10,0,0,2,0,0,4,0,2,1,172339.5088,20,11400,1040,173379.5088
50,105.700178,20.999249,6,4,0,1,0,0,0,0,0,1,1,1,0,193881.9474,15,1500,50,193931.9474
80,106.609167,10.745275,4,2,3,10,2,4,0,4,4,2,4,2,0,103403.7053,20,16200,1520,104923.7053
80,106.665175,10.84585,3,3,10,10,2,1,3,1,1,10,10,8,0,327445.0668,20,25800,2480,329925.0668
48,106.515852,10.788476,2,2,0,9,0,1,1,1,0,2,2,2,0,33606.20422,15,9000,800,34406.20422
36,105.700178,20.999249,5,4,0,1,0,0,0,0,0,1,1,1,0,172339.5088,15,1500,50,172389.5088
44,105.839813,20.980718,6,4,10,10,1,0,0,0,4,10,5,7,0,142180.0948,20,17100,1610,143790.0948
83,106.564656,10.664309,3,3,4,3,0,0,0,0,1,2,3,1,0,73244.29125,15,6900,590,73834.29125
62,106.620685,10.80158,4,5,1,10,0,0,1,0,3,4,8,4,0,254200.7755,20,14700,1370,255570.7755
50,105.859628,21.00255,4,4,2,10,1,2,3,2,1,5,4,7,0,172339.5088,20,15900,1490,173829.5088
30,105.846571,20.967671,3,4,1,10,0,0,0,0,0,3,3,0,0,118483.4123,20,9300,830,119313.4123
21,106.687842,10.750817,5,2,3,10,1,4,2,4,0,8,5,5,1,236966.8246,20,18300,1730,238696.8246
33,105.838227,21.018657,5,4,10,10,0,2,1,2,1,10,10,10,0,129254.6316,20,23700,2270,131524.6316
50,106.671885,10.881472,2,2,1,10,0,0,0,0,0,1,0,0,0,38776.38949,20,6600,560,39336.38949
38,106.683563,10.807094,2,2,6,10,1,2,4,2,0,10,10,9,0,68074.10599,20,24600,2360,70434.10599
37,106.61456,10.85441,1,1,0,10,0,0,3,0,0,3,3,3,1,86169.75442,20,11400,1040,87209.75442
38,105.844675,20.983835,4,3,10,10,1,1,0,1,1,10,8,10,1,122791.9,20,20700,1970,124761.9
36,105.819723,21.0146,5,4,10,10,2,1,2,1,1,10,10,10,1,193881.9474,20,24900,2390,196271.9474
51,106.643578,10.848148,4,3,2,10,0,0,1,0,0,10,10,5,0,239121.0685,20,17100,1610,240731.0685
90,106.564656,10.664309,4,3,4,3,0,0,0,0,1,2,3,1,0,64627.31581,15,6900,590,65217.31581
48,106.648626,10.760747,4,4,10,10,2,7,2,7,1,10,10,8,0,292977.165,20,30300,2930,295907.165
68,106.616276,10.766118,5,5,2,10,0,0,3,0,2,7,2,7,0,183110.7281,20,11700,1070,184180.7281
36,105.821334,20.990716,1,1,1,5,0,1,1,1,0,10,4,5,0,56010.34037,20,9000,800,56810.34037
42,105.85618,20.995127,3,4,8,10,0,0,1,0,3,10,9,2,2,155105.5579,20,19800,1880,156985.5579
42,106.683563,10.807094,2,2,6,10,1,2,4,2,0,10,10,9,0,236966.8246,20,24600,2360,239326.8246
80,106.634549,10.745215,4,5,10,10,0,2,1,2,1,10,10,10,0,262386.9022,20,23700,2270,264656.9022
30,105.800397,20.988599,3,3,10,10,1,3,3,3,1,10,10,10,5,112020.6807,20,27000,2600,114620.6807
45,105.850228,20.998941,5,4,10,10,0,0,3,0,1,10,10,10,3,185264.972,20,23700,2270,187534.972
52,106.741319,10.69248,2,2,5,10,0,0,0,0,0,6,5,3,0,127100.3878,15,13500,1250,128350.3878
40,105.700178,20.999249,4,3,0,1,0,0,0,0,0,1,1,1,0,120637.6562,15,1500,50,120687.6562
24,106.652414,10.847202,2,1,1,10,3,0,1,0,2,10,3,9,0,127100.3878,20,12000,1100,128200.3878
44,106.589145,10.759282,2,1,2,10,0,0,2,0,0,5,6,9,0,40930.63335,20,14400,1340,42270.63335
32,106.627359,10.792073,2,1,8,10,0,1,1,1,1,10,10,6,1,140025.8509,20,21600,2060,142085.8509
85,105.704969,21.071624,3,3,1,10,0,0,1,0,1,7,4,2,0,193881.9474,15,11100,1010,194891.9474
48,106.656791,10.864549,2,2,1,10,1,0,0,0,2,2,2,3,0,119775.9586,20,9000,800,120575.9586
64,106.628115,10.737243,4,3,2,10,0,0,0,0,1,9,6,5,0,292977.165,20,12600,1160,294137.165
60,106.597399,10.764623,4,3,0,10,0,0,0,0,0,2,3,5,0,224041.3615,20,8700,770,224811.3615
45,106.667416,10.807035,1,1,10,10,5,2,0,2,3,6,9,5,1,228349.8492,20,24900,2390,230739.8492
45,105.818783,20.998849,5,5,10,10,4,0,2,0,0,10,10,8,1,258509.2632,20,25200,2420,260929.2632
32,106.698242,10.745437,2,3,3,10,0,0,3,0,2,5,8,7,1,84015.51056,20,17700,1670,85685.51056
54,106.749795,10.856554,2,2,3,10,0,0,0,0,0,10,8,8,0,172339.5088,20,15000,1400,173739.5088
50,106.665175,10.84585,3,3,10,10,2,1,3,1,1,10,10,8,0,129254.6316,20,25800,2480,131734.6316
55,106.72284,20.851385,3,2,0,5,0,0,0,0,1,4,3,0,0,64627.31581,18,5700,470,65097.31581
54,106.665175,10.84585,5,4,10,10,2,1,3,1,1,10,10,8,0,241275.3124,20,25800,2480,243755.3124
52,106.605745,10.797881,3,3,1,10,0,0,1,0,1,4,0,8,0,176647.9966,20,7500,650,177297.9966
27,106.728364,10.737603,2,1,5,10,0,1,0,1,7,8,9,5,0,43084.87721,20,18000,1700,44784.87721
24,106.626244,20.810182,4,3,7,10,0,0,0,0,0,1,4,5,1,99095.21758,18,13800,1280,100375.2176
64,106.616276,10.766118,3,2,2,10,0,0,3,0,2,7,2,7,0,198190.4352,20,11700,1070,199260.4352
50,106.728364,10.737603,2,2,5,10,0,1,0,1,7,8,9,5,0,148642.8264,20,18000,1700,150342.8264
40,105.841246,21.019353,6,4,10,10,0,2,1,2,1,10,9,9,2,155105.5579,20,22800,2180,157285.5579
56,105.814674,20.99288,7,5,3,10,1,0,2,0,0,10,10,9,1,366221.4563,20,19200,1820,368041.4563
60,105.712043,21.101884,4,3,0,2,0,0,0,0,0,0,0,0,0,155105.5579,15,1200,20,155125.5579
30,106.670228,10.789877,2,3,8,10,1,2,2,2,0,10,10,9,2,228349.8492,20,24000,2300,230649.8492
65,106.738483,10.713853,2,2,7,10,3,0,0,0,4,5,5,5,0,94786.72986,20,16500,1550,96336.72986
80,106.728364,10.737603,4,5,5,10,0,1,0,1,7,8,9,5,0,262817.751,20,18000,1700,264517.751
26,106.719885,10.79267,4,1,6,10,0,2,2,2,0,4,4,5,0,118483.4123,20,16800,1580,120063.4123
60,106.564656,10.664309,2,2,4,3,0,0,0,0,1,2,3,1,0,72382.59371,15,6900,590,72972.59371
47,106.670832,10.85278,2,2,0,10,0,0,0,0,0,2,4,0,0,140025.8509,20,9600,860,140885.8509
35,106.692159,10.828284,2,3,8,10,3,0,0,0,1,7,8,4,2,133563.1193,20,19800,1880,135443.1193
20,106.728364,10.737603,2,3,5,10,0,1,0,1,7,8,9,5,0,71090.04739,20,18000,1700,72790.04739
50,106.643578,10.848148,1,1,2,10,0,0,1,0,0,10,10,5,0,132658.3369,20,17100,1610,134268.3369
21,106.738134,10.701666,3,3,6,10,0,0,1,0,1,6,3,3,0,53856.09651,15,13200,1220,55076.09651
37,106.643736,10.770707,3,1,10,10,1,0,7,0,5,10,10,3,0,161568.2895,20,27900,2690,164258.2895
80,106.605745,10.797881,3,4,1,10,0,0,1,0,1,4,0,8,0,297285.6527,20,7500,650,297935.6527
39,106.646576,10.782263,2,2,10,10,0,0,7,0,0,10,9,8,1,129254.6316,20,26400,2540,131794.6316
36,106.6685,10.772536,2,2,10,10,2,10,0,10,3,10,10,10,7,183110.7281,20,31200,3020,186130.7281
42,105.819723,21.0146,4,3,10,10,2,1,2,1,1,10,10,10,1,193881.9474,20,24900,2390,196271.9474
41,106.628115,10.737243,2,2,2,10,0,0,0,0,1,9,6,5,0,249892.2878,20,12600,1160,251052.2878
42,105.866928,21.00964,3,3,2,10,1,0,1,0,1,10,10,4,0,170185.265,20,17700,1670,171855.265
44,106.662106,10.793786,4,5,10,10,0,3,2,3,2,10,10,10,1,357604.4808,20,25500,2450,360054.4808
54,106.666517,10.796181,3,3,10,10,0,5,2,5,2,10,10,10,1,230504.0931,20,27300,2630,233134.0931
40,105.712043,21.101884,4,3,0,2,0,0,0,0,0,0,0,0,0,137871.6071,15,1200,20,137891.6071
68,106.630639,10.78515,5,5,7,10,2,1,1,1,0,10,8,1,0,297285.6527,20,20400,1940,299225.6527
95,106.687701,10.81169,4,4,7,10,4,0,4,0,2,10,10,9,0,254200.7755,20,25200,2420,256620.7755
23,106.692681,10.753682,4,3,4,10,4,1,3,1,2,7,9,4,2,94786.72986,20,22500,2150,96936.72986
36,106.692148,10.807157,4,3,10,10,3,4,1,4,2,10,10,10,0,245583.8001,20,27300,2630,248213.8001
38,105.814073,20.986316,4,4,1,10,1,0,3,0,0,10,9,5,0,180956.4843,20,18000,1700,182656.4843
26,106.742159,10.693674,2,3,4,10,0,0,1,0,0,5,4,3,0,41792.33089,15,12900,1190,42982.33089
47,105.700178,20.999249,5,5,0,1,0,0,0,0,0,1,1,1,0,245583.8001,15,1500,50,245633.8001
75,106.564656,10.664309,2,2,4,3,0,0,0,0,1,2,3,1,0,81861.2667,15,6900,590,82451.2667
28,106.671885,10.881472,2,2,1,10,0,0,0,0,0,1,0,0,0,28436.01896,20,6600,560,28996.01896
40,106.766059,10.862216,3,1,0,10,0,0,1,0,0,3,5,1,0,107712.193,20,11400,1040,108752.193
25,105.849042,21.012075,3,3,10,10,5,6,6,6,5,10,10,10,0,133563.1193,20,34800,3380,136943.1193
80,106.661082,10.839881,2,1,10,10,0,0,2,0,2,10,6,10,0,81861.2667,20,19200,1820,83681.2667
51,106.711024,10.81198,2,2,10,10,3,0,1,0,5,10,10,4,0,75398.53511,20,23700,2270,77668.53511
35,105.700178,20.999249,2,2,0,1,0,0,0,0,0,1,1,1,0,142180.0948,15,1500,50,142230.0948
60,106.673742,10.867399,5,5,0,10,0,0,1,0,0,5,1,10,0,170185.265,20,7800,680,170865.265
58,105.802597,21.041729,4,4,9,10,0,0,2,0,0,10,10,5,1,198190.4352,20,22200,2120,200310.4352
32,105.85618,20.995127,3,4,8,10,0,0,1,0,3,10,9,2,2,116329.1685,20,19800,1880,118209.1685
45,105.851432,20.980033,3,3,9,10,1,0,2,0,2,10,10,6,0,155105.5579,20,22800,2180,157285.5579
32,105.746505,20.978545,5,3,0,1,0,0,2,0,2,5,5,4,0,143616.243,20,6900,590,144206.243
81,106.656791,10.864549,4,6,1,10,1,0,0,0,2,2,2,3,0,241275.3124,20,9000,800,242075.3124
46,106.652414,10.847202,2,2,1,10,3,0,1,0,2,10,3,9,0,62473.07195,20,12000,1100,63573.07195
41,106.669984,20.839104,2,2,8,10,0,0,2,0,1,9,2,4,0,66781.55967,18,14400,1340,68121.55967
57,106.661082,10.839881,5,5,10,10,0,0,2,0,2,10,6,10,0,297285.6527,20,19200,1820,299105.6527
34,105.700178,20.999249,4,4,0,1,0,0,0,0,0,1,1,1,0,129254.6316,15,1500,50,129304.6316
40,105.838227,21.018657,3,3,10,10,0,2,1,2,1,10,10,10,0,129254.6316,20,23700,2270,131524.6316
52,106.649141,10.840977,3,3,1,10,3,0,1,0,1,10,10,3,1,168031.0211,20,18300,1730,169761.0211
72,106.6427,10.803915,1,1,10,10,2,3,0,3,0,10,10,10,0,78414.47652,20,24900,2390,80804.47652
56,106.722136,10.734963,3,2,6,10,1,4,3,4,5,7,8,7,0,42869.45282,20,23700,2270,45139.45282
78,106.627359,10.792073,2,2,8,10,0,1,1,1,1,10,10,6,1,165876.7773,20,21600,2060,167936.7773
68,106.698242,10.745437,3,3,3,10,0,0,3,0,2,5,8,7,1,361912.9685,20,17700,1670,363582.9685
31,105.85134,21.005691,4,4,10,10,2,2,2,2,0,10,10,10,3,116329.1685,20,25800,2480,118809.1685
50,106.564656,10.664309,2,2,4,3,0,0,0,0,1,2,3,1,0,25420.07755,15,6900,590,26010.07755
35,106.742159,10.693674,2,2,4,10,0,0,1,0,0,5,4,3,0,37914.69194,15,12900,1190,39104.69194
24,106.661082,10.839881,2,3,10,10,0,0,2,0,2,10,6,10,0,112020.6807,20,19200,1820,113840.6807
70,105.85548,21.009572,5,4,10,10,1,2,10,2,0,10,10,7,1,146488.5825,20,32400,3140,149628.5825
86,106.739436,10.854675,3,2,0,10,0,0,0,0,1,1,1,0,0,193881.9474,20,6900,590,194471.9474
40,106.597399,10.764623,2,1,0,10,0,0,0,0,0,2,3,5,0,102542.0078,20,8700,770,103312.0078
68,106.705257,10.805544,6,6,10,10,1,0,2,0,1,10,10,7,0,325290.8229,20,23400,2240,327530.8229
46,106.656791,10.864549,4,3,1,10,1,0,0,0,2,2,2,3,0,163722.5334,20,9000,800,164522.5334
41,105.851777,20.998577,5,4,10,10,0,0,3,0,2,10,10,10,3,159414.0457,20,23700,2270,161684.0457
38,105.779153,21.036649,5,4,10,10,6,5,3,5,2,10,10,5,10,144334.3386,20,31800,3080,147414.3386
90,106.692681,10.753682,3,3,4,10,4,1,3,1,2,7,9,4,2,99095.21758,20,22500,2150,101245.2176
48,106.643736,10.770707,3,2,10,10,1,0,7,0,5,10,10,3,0,206807.4106,20,27900,2690,209497.4106
75,106.747,10.79137,3,4,6,10,0,1,0,1,3,2,8,6,0,264971.9948,20,17700,1670,266641.9948
58,106.592916,10.761205,4,3,0,10,0,0,0,0,0,4,4,4,0,217578.6299,20,9600,860,218438.6299
38,105.700178,20.999249,5,4,0,1,0,0,0,0,0,1,1,1,0,150797.0702,15,1500,50,150847.0702
35,105.700178,20.999249,2,3,0,1,0,0,0,0,0,1,1,1,0,101249.4614,15,1500,50,101299.4614
70,106.6427,10.803915,5,6,10,10,2,3,0,3,0,10,10,10,0,323136.5791,20,24900,2390,325526.5791
44,106.627359,10.792073,4,4,8,10,0,1,1,1,1,10,10,6,1,232658.3369,20,21600,2060,234718.3369
31,105.851777,20.998577,2,3,10,10,0,0,3,0,2,10,10,10,3,118483.4123,20,23700,2270,120753.4123
60,106.738134,10.701666,4,5,6,10,0,0,1,0,1,6,3,3,0,234812.5808,15,13200,1220,236032.5808
34,105.839023,21.018338,4,3,10,10,0,3,1,3,1,10,10,10,0,112020.6807,20,24600,2360,114380.6807
45,106.746704,10.730583,2,2,0,0,0,0,0,0,1,3,3,0,0,118483.4123,20,2700,170,118653.4123
54,108.1958,16.066004,2,2,10,10,2,0,1,0,0,8,4,3,0,84015.51056,16,17700,1670,85685.51056
60,106.738134,10.701666,2,2,6,10,0,0,1,0,1,6,3,3,0,99095.21758,15,13200,1220,100315.2176
42,105.85339,21.010944,4,4,10,10,4,4,10,4,3,10,10,10,0,172339.5088,20,36000,3500,175839.5088
60,106.63836,10.763761,5,4,2,10,0,0,3,0,1,4,9,4,0,331753.5545,20,18000,1700,333453.5545
50,106.688236,10.816932,5,6,4,10,3,0,1,0,4,6,10,6,0,366221.4563,20,20100,1910,368131.4563
50,105.819723,21.0146,4,4,10,10,2,1,2,1,1,10,10,10,1,172339.5088,20,24900,2390,174729.5088
42,106.596951,10.76963,2,2,0,10,0,0,0,0,0,1,2,3,0,155105.5579,20,7800,680,155785.5579
47,106.819337,10.821872,2,1,1,3,0,0,1,0,0,1,0,0,0,129254.6316,20,3300,230,129484.6316
37,106.689606,20.83672,4,3,0,10,1,0,1,0,1,1,8,4,7,112020.6807,18,14700,1370,113390.6807
47,105.85618,20.995127,6,4,8,10,0,0,1,0,3,10,9,2,2,193881.9474,20,19800,1880,195761.9474
56,106.628115,10.737243,4,4,2,10,0,0,0,0,1,9,6,5,0,159414.0457,20,12600,1160,160574.0457
56,106.558734,10.827764,2,1,0,10,0,0,0,0,0,0,0,0,0,24127.53124,15,6000,500,24627.53124
22,106.015292,21.038282,3,3,0,2,0,0,0,0,0,0,1,0,1,103403.7053,15,2100,110,103513.7053
98,106.627359,10.792073,1,1,8,10,0,1,1,1,1,10,10,6,1,245583.8001,20,21600,2060,247643.8001
52,106.656791,10.864549,4,5,1,10,1,0,0,0,2,2,2,3,0,159414.0457,20,9000,800,160214.0457
53,108.210221,16.065556,4,4,10,10,1,0,0,0,0,10,6,9,0,191727.7036,16,18000,1700,193427.7036
30,106.742159,10.693674,2,2,4,10,0,0,1,0,0,5,4,3,0,54717.79405,15,12900,1190,55907.79405
42,105.700178,20.999249,4,3,0,1,0,0,0,0,0,1,1,1,0,215424.386,15,1500,50,215474.386
48,105.834108,21.008452,4,4,10,10,1,5,5,5,1,10,10,10,0,193881.9474,20,30600,2960,196841.9474
64,108.234008,16.092409,2,1,0,10,0,0,1,0,1,8,0,3,0,124946.1439,16,6900,590,125536.1439
81,108.240571,16.051413,3,3,3,10,3,1,0,1,0,10,1,5,1,387763.8949,16,11400,1040,388803.8949
70,108.166954,16.067416,3,2,0,10,0,3,0,3,0,3,2,2,0,159414.0457,16,10500,950,160364.0457
63,105.863234,20.989274,5,4,3,10,1,0,3,0,0,10,7,6,1,189573.4597,20,17400,1640,191213.4597
65,106.605745,10.797881,7,6,1,10,0,0,1,0,1,4,0,8,0,336062.0422,20,7500,650,336712.0422
37,105.795356,20.995501,3,4,10,10,0,4,0,4,0,9,10,10,4,146488.5825,20,24600,2360,148848.5825
95,106.678735,10.818685,2,2,10,10,1,5,3,5,1,10,10,8,1,357604.4808,20,28800,2780,360384.4808
